CPU: Intel Sandy Bridge microarchitecture, speed 2.301e+06 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 200000
samples  cum. samples  %        cum. %     linenr info                 image name               symbol name
477      5495480        0.0086  98.9076    slub.c:2610                 vmlinux                  kmem_cache_free
470      5495950        0.0085  98.9160    dmaengine.c:355             vmlinux                  dma_issue_pending_all
469      5496419        0.0084  98.9245    db.c:75                     redis-server             lookupKeyReadOrReply
469      5496888        0.0084  98.9329    tcp_output.c:948            vmlinux                  tcp_wfree
464      5497352        0.0084  98.9413    read_write.c:341            vmlinux                  do_sync_read
462      5497814        0.0083  98.9496    socket.c:874                vmlinux                  sock_aio_read.part.10
461      5498275        0.0083  98.9579    (no location information)   libpthread-2.16.so       __write_nocancel
461      5498736        0.0083  98.9662    read_write.c:463            vmlinux                  sys_read
457      5499193        0.0082  98.9744    ae.c:122                    redis-server             aeDeleteFileEvent
454      5499647        0.0082  98.9826    redis.c:457                 redis-server             dictEncObjHash
452      5500099        0.0081  98.9907    sock.c:1228                 vmlinux                  sock_update_classid
444      5500543        0.0080  98.9987    fair.c:1051                 vmlinux                  place_entity
443      5500986        0.0080  99.0067    slub.c:2384                 vmlinux                  kmem_cache_alloc
438      5501424        0.0079  99.0145    srcu.c:320                  vmlinux                  __srcu_read_unlock
437      5501861        0.0079  99.0224    arena.c:103                 redis-server             arena_run_tree_insert
436      5502297        0.0078  99.0303    networking.c:232            redis-server             _addReplyStringToList
433      5502730        0.0078  99.0380    vmstat.c:277                vmlinux                  __dec_zone_state
430      5503160        0.0077  99.0458    radix-tree.c:520            vmlinux                  radix_tree_tag_set
429      5503589        0.0077  99.0535    entry_64.S:542              vmlinux                  sysret_check
422      5504011        0.0076  99.0611    arena.c:1896                redis-server             arena_ralloc_large
419      5504430        0.0075  99.0686    redis.c:742                 redis-server             clientsCronResizeQueryBuffer
418      5504848        0.0075  99.0762    fair.c:4982                 vmlinux                  task_tick_fair
413      5505261        0.0074  99.0836    mutex.c:111                 vmlinux                  mutex_unlock
403      5505664        0.0073  99.0908    swap_state.c:240            vmlinux                  free_pages_and_swap_cache
402      5506066        0.0072  99.0981    ip_input.c:253              vmlinux                  ip_local_deliver
400      5506466        0.0072  99.1053    skbuff.c:815                vmlinux                  skb_clone
399      5506865        0.0072  99.1125    ip_input.c:320              vmlinux                  ip_rcv_finish
397      5507262        0.0071  99.1196    core.c:8519                 vmlinux                  cpuacct_charge
389      5507651        0.0070  99.1266    tcp_output.c:446            vmlinux                  tcp_options_write
386      5508037        0.0069  99.1336    rbtree.c:73                 vmlinux                  rb_insert_color
380      5508417        0.0068  99.1404    raw.c:196                   vmlinux                  raw_local_deliver
379      5508796        0.0068  99.1472    filemap.c:2377              vmlinux                  generic_file_buffered_write
375      5509171        0.0067  99.1540    af_inet.c:784               vmlinux                  inet_recvmsg
375      5509546        0.0067  99.1607    tcp_input.c:3052            vmlinux                  tcp_valid_rtt_meas
366      5509912        0.0066  99.1673    tcp.c:823                   vmlinux                  tcp_send_mss
363      5510275        0.0065  99.1738    pgtable.h:626               vmlinux                  native_set_pte_at
363      5510638        0.0065  99.1804    tsc.c:755                   vmlinux                  read_tsc
361      5510999        0.0065  99.1869    sock.c:491                  vmlinux                  __sk_dst_check
361      5511360        0.0065  99.1934    socket.c:839                vmlinux                  alloc_sock_iocb
355      5511715        0.0064  99.1998    radix-tree.c:362            vmlinux                  radix_tree_insert
353      5512068        0.0064  99.2061    tcp_ipv4.c:563              vmlinux                  tcp_v4_send_check
352      5512420        0.0063  99.2124    tcp_output.c:76             vmlinux                  tcp_event_new_data_sent
349      5512769        0.0063  99.2187    tcp.c:760                   vmlinux                  sk_stream_alloc_skb
348      5513117        0.0063  99.2250    adlist.c:331                redis-server             listRotate
348      5513465        0.0063  99.2313    tcp_output.c:2129           vmlinux                  __tcp_select_window
345      5513810        0.0062  99.2375    sock.c:1516                 vmlinux                  sock_rfree
344      5514154        0.0062  99.2437    (no location information)   libpthread-2.16.so       __read_nocancel
343      5514497        0.0062  99.2498    core.c:1058                 vmlinux                  check_preempt_curr
343      5514840        0.0062  99.2560    memset_64.S:62              vmlinux                  memset
342      5515182        0.0062  99.2622    dev.c:2149                  vmlinux                  netif_skb_features
338      5515520        0.0061  99.2682    hrtimer.c:1254              vmlinux                  hrtimer_interrupt
334      5515854        0.0060  99.2742    memory.c:783                vmlinux                  vm_normal_page
332      5516186        0.0060  99.2802    core.c:2547                 vmlinux                  perf_event_task_tick
331      5516517        0.0060  99.2862    filter.c:82                 vmlinux                  sk_filter
325      5516842        0.0058  99.2920    slub.c:3333                 vmlinux                  get_slab
324      5517166        0.0058  99.2979    copy_user_64.S:90           vmlinux                  _copy_from_user
321      5517487        0.0058  99.3036    skbuff.c:553                vmlinux                  skb_release_head_state
318      5517805        0.0057  99.3094    sock.c:2201                 vmlinux                  lock_sock_nested
315      5518120        0.0057  99.3150    ip_output.c:105             vmlinux                  ip_local_out
308      5518428        0.0055  99.3206    memcpy_64.S:59              vmlinux                  memcpy
305      5518733        0.0055  99.3261    tcp_output.c:2051           vmlinux                  __tcp_push_pending_frames
305      5519038        0.0055  99.3316    core.c:3215                 vmlinux                  scheduler_tick
301      5519339        0.0054  99.3370    fair.c:781                  vmlinux                  account_entity_enqueue
299      5519638        0.0054  99.3424    filemap.c:526               vmlinux                  page_waitqueue
298      5519936        0.0054  99.3477    timer.c:694                 vmlinux                  detach_if_pending.isra.26
297      5520233        0.0053  99.3531    core.c:2620                 vmlinux                  __update_cpu_load
295      5520528        0.0053  99.3584    memory.c:142                vmlinux                  add_mm_counter_fast
295      5520823        0.0053  99.3637    skbuff.c:1240               vmlinux                  skb_push
292      5521115        0.0053  99.3689    arena.c:374                 redis-server             arena_run_split
290      5521405        0.0052  99.3742    page-writeback.c:331        vmlinux                  zone_dirty_ok
281      5521686        0.0051  99.3792    (no location information)   libpthread-2.16.so       write
279      5521965        0.0050  99.3842    netlabel_kapi.c:623         vmlinux                  netlbl_enabled
277      5522242        0.0050  99.3892    (no location information)   libc-2.16.so             madvise
275      5522517        0.0049  99.3942    radix-tree.c:429            vmlinux                  radix_tree_lookup_element
274      5522791        0.0049  99.3991    percpu_counter.c:75         vmlinux                  __percpu_counter_add
274      5523065        0.0049  99.4040    softirq.c:388               vmlinux                  __raise_softirq_irqoff
273      5523338        0.0049  99.4089    rwsem.c:46                  vmlinux                  down_write
270      5523608        0.0049  99.4138    filemap.c:589               vmlinux                  unlock_page
267      5523875        0.0048  99.4186    sock.c:1490                 vmlinux                  sock_wfree
263      5524138        0.0047  99.4233    networking.c:440            redis-server             addReplyLongLong
263      5524401        0.0047  99.4281    core.c:1358                 vmlinux                  ttwu_stat
255      5524656        0.0046  99.4327    iptable_filter.c:39         vmlinux                  iptable_filter_hook
254      5524910        0.0046  99.4372    fsnotify.c:92               vmlinux                  __fsnotify_parent
248      5525158        0.0045  99.4417    hooks.c:4061                vmlinux                  selinux_socket_recvmsg
246      5525404        0.0044  99.4461    tcp_cong.c:284              vmlinux                  tcp_is_cwnd_limited
243      5525647        0.0044  99.4505    arena.c:623                 redis-server             arena_run_alloc_helper
243      5525890        0.0044  99.4549    tcp_output.c:1126           vmlinux                  tcp_set_skb_tso_segs
237      5526127        0.0043  99.4591    spinlock.c:192              vmlinux                  _raw_spin_unlock_bh
237      5526364        0.0043  99.4634    timekeeping.c:554           vmlinux                  ktime_get_real
235      5526599        0.0042  99.4676    madvise.c:363               vmlinux                  sys_madvise
231      5526830        0.0042  99.4718    tcp_cubic.c:397             vmlinux                  bictcp_acked
231      5527061        0.0042  99.4760    atomic.h:123                vmlinux                  sock_put
230      5527291        0.0041  99.4801    vmstat.c:293                vmlinux                  __dec_zone_page_state
229      5527520        0.0041  99.4842    tcp_cubic.c:306             vmlinux                  bictcp_cong_avoid
228      5527748        0.0041  99.4883    entry_64.S:524              vmlinux                  system_call_fastpath
225      5527973        0.0040  99.4924    arena.c:372                 redis-server             arena_run_split.constprop.14
225      5528198        0.0040  99.4964    t_string.c:297              redis-server             incrCommand
225      5528423        0.0040  99.5005    entry_64.S:938              vmlinux                  restore_args
224      5528647        0.0040  99.5045    fair.c:2180                 vmlinux                  enqueue_task_fair
224      5528871        0.0040  99.5085    find_next_bit.c:25          vmlinux                  find_next_bit
223      5529094        0.0040  99.5125    page-writeback.c:1454       vmlinux                  balance_dirty_pages_ratelimited_nr
223      5529317        0.0040  99.5166    rwsem.c:85                  vmlinux                  up_write
220      5529537        0.0040  99.5205    chunk_mmap.c:118            redis-server             pages_purge
218      5529755        0.0039  99.5244    security.c:639              vmlinux                  security_file_permission
216      5529971        0.0039  99.5283    rbtree.c:219                vmlinux                  rb_erase
215      5530186        0.0039  99.5322    (no location information)   libpthread-2.16.so       read
214      5530400        0.0039  99.5360    timekeeping.c:316           vmlinux                  ktime_get
213      5530613        0.0038  99.5399    redis.c:1796                redis-server             pingCommand
213      5530826        0.0038  99.5437    physaddr.c:12               vmlinux                  __phys_addr
212      5531038        0.0038  99.5475    sock.c:2124                 vmlinux                  sk_reset_timer
210      5531248        0.0038  99.5513    swap.c:575                  vmlinux                  lru_add_drain_cpu
210      5531458        0.0038  99.5551    vsyscall_64.c:87            vmlinux                  update_vsyscall
207      5531665        0.0037  99.5588    tcp_output.c:3016           vmlinux                  tcp_send_delayed_ack
203      5531868        0.0037  99.5625    timer.c:721                 vmlinux                  lock_timer_base.isra.39
203      5532071        0.0037  99.5661    dev.c:3740                  vmlinux                  net_rps_action_and_irq_enable.isra.63
202      5532273        0.0036  99.5698    core.c:1411                 vmlinux                  ttwu_do_wakeup
200      5532473        0.0036  99.5734    softirq.c:136               vmlinux                  __local_bh_enable
197      5532670        0.0035  99.5769    fair.c:2293                 vmlinux                  source_load
192      5532862        0.0035  99.5804    profile.c:435               vmlinux                  profile_tick
191      5533053        0.0034  99.5838    (no location information)   libpthread-2.16.so       __errno_location
191      5533244        0.0034  99.5872    skbuff.c:160                vmlinux                  __kmalloc_reserve
191      5533435        0.0034  99.5907    rcutree.c:186               vmlinux                  rcu_bh_qs
189      5533624        0.0034  99.5941    buffer.c:615                vmlinux                  __set_page_dirty
187      5533811        0.0034  99.5974    tick-sched.c:47             vmlinux                  tick_do_update_jiffies64
186      5533997        0.0033  99.6008    tcp_input.c:5158            vmlinux                  tcp_urg
183      5534180        0.0033  99.6041    softirq.c:305               vmlinux                  irq_enter
182      5534362        0.0033  99.6074    tcp_input.c:5296            vmlinux                  tcp_validate_incoming
180      5534542        0.0032  99.6106    timer.c:380                 vmlinux                  internal_add_timer
178      5534720        0.0032  99.6138    hooks.c:1529                vmlinux                  file_has_perm
178      5534898        0.0032  99.6170    entry_64.S:926              vmlinux                  retint_swapgs
178      5535076        0.0032  99.6202    slub.c:1334                 vmlinux                  setup_object.isra.48
176      5535252        0.0032  99.6234    (no location information)   libc-2.16.so             __ctype_b_loc
176      5535428        0.0032  99.6265    hugetlb.c:675               vmlinux                  PageHuge
176      5535604        0.0032  99.6297    posix-cpu-timers.c:1283     vmlinux                  run_posix_cpu_timers
175      5535779        0.0031  99.6329    eventpoll.c:1811            vmlinux                  sys_epoll_wait
174      5535953        0.0031  99.6360    t_list.c:42                 redis-server             listTypeTryConversion
174      5536127        0.0031  99.6391    hooks.c:4668                vmlinux                  selinux_ipv4_output
173      5536300        0.0031  99.6422    timerqueue.c:40             vmlinux                  timerqueue_add
171      5536471        0.0031  99.6453    tcache.c:166                redis-server             tcache_bin_flush_large
170      5536641        0.0031  99.6484    db.c:198                    redis-server             signalModifiedKey
170      5536811        0.0031  99.6514    slub.c:1875                 vmlinux                  unfreeze_partials
168      5536979        0.0030  99.6545    buffer.c:3177               vmlinux                  alloc_buffer_head
167      5537146        0.0030  99.6575    apic.c:883                  vmlinux                  smp_apic_timer_interrupt
166      5537312        0.0030  99.6605    redis.c:566                 redis-server             htNeedsResize
166      5537478        0.0030  99.6634    filemap.c:677               vmlinux                  find_get_page
163      5537641        0.0029  99.6664    sds.c:153                   redis-server             sdsIncrLen
163      5537804        0.0029  99.6693    tick-sched.c:800            vmlinux                  tick_sched_timer
162      5537966        0.0029  99.6722    tcp_input.c:5051            vmlinux                  __tcp_ack_snd_check
162      5538128        0.0029  99.6751    softirq.c:379               vmlinux                  raise_softirq
162      5538290        0.0029  99.6781    tcp.c:1426                  vmlinux                  tcp_service_net_dma
160      5538450        0.0029  99.6809    hrtimer.c:828               vmlinux                  hrtimer_forward
159      5538609        0.0029  99.6838    hooks.c:1468                vmlinux                  inode_has_perm.isra.31.constprop.61
159      5538768        0.0029  99.6867    memory.c:1397               vmlinux                  zap_page_range
158      5538926        0.0028  99.6895    slub.c:356                  vmlinux                  __cmpxchg_double_slab.isra.32
157      5539083        0.0028  99.6923    t_string.c:262              redis-server             msetCommand
157      5539240        0.0028  99.6952    filemap.c:2249              vmlinux                  grab_cache_page_write_begin
157      5539397        0.0028  99.6980    slub.c:1343                 vmlinux                  new_slab
157      5539554        0.0028  99.7008    timekeeping.c:247           vmlinux                  timekeeping_update.constprop.6
156      5539710        0.0028  99.7036    redis.c:764                 redis-server             clientsCron
156      5539866        0.0028  99.7064    entry_64.S:538              vmlinux                  ret_from_sys_call
155      5540021        0.0028  99.7092    fair.c:3826                 vmlinux                  update_sd_lb_stats
154      5540175        0.0028  99.7120    (no location information)   libc-2.16.so             strtol
154      5540329        0.0028  99.7147    paravirt.c:189              vmlinux                  native_flush_tlb
154      5540483        0.0028  99.7175    rcutree.c:531               vmlinux                  rcu_irq_enter
154      5540637        0.0028  99.7203    memory.c:129                vmlinux                  sync_mm_rss
153      5540790        0.0028  99.7230    buffer.c:178                vmlinux                  __find_get_block_slow
153      5540943        0.0028  99.7258    tcp_input.c:4355            vmlinux                  tcp_try_rmem_schedule
152      5541095        0.0027  99.7285    t_list.c:508                redis-server             lpopCommand
151      5541246        0.0027  99.7313    core.c:3072                 vmlinux                  account_process_tick
150      5541396        0.0027  99.7340    buffer.c:841                vmlinux                  alloc_page_buffers
149      5541545        0.0027  99.7366    timekeeping.c:1300          vmlinux                  get_seconds
149      5541694        0.0027  99.7393    fair.c:2336                 vmlinux                  task_waking_fair
149      5541843        0.0027  99.7420    vmscan.c:3035               vmlinux                  zone_reclaimable_pages
148      5541991        0.0027  99.7447    tcache.c:69                 redis-server             tcache_alloc_small_hard
147      5542138        0.0026  99.7473    timerqueue.c:73             vmlinux                  timerqueue_del
146      5542284        0.0026  99.7499    tcp_output.c:898            vmlinux                  tcp_release_cb
145      5542429        0.0026  99.7525    fair.c:479                  vmlinux                  __enqueue_entity
145      5542574        0.0026  99.7552    hooks.c:4055                vmlinux                  selinux_socket_sendmsg
144      5542718        0.0026  99.7577    hrtimer.c:897               vmlinux                  __remove_hrtimer
143      5542861        0.0026  99.7603    wakeup.c:415                vmlinux                  __pm_stay_awake
143      5543004        0.0026  99.7629    ipi.c:23                    vmlinux                  default_send_IPI_mask_sequence_phys
141      5543145        0.0025  99.7654    slub.c:2140                 vmlinux                  pfmemalloc_match
141      5543286        0.0025  99.7680    time.c:350                  vmlinux                  set_normalized_timespec
140      5543426        0.0025  99.7705    hrtimer.c:1208              vmlinux                  __run_hrtimer
139      5543565        0.0025  99.7730    page-writeback.c:1962       vmlinux                  account_page_dirtied
139      5543704        0.0025  99.7755    entry_64.S:1500             vmlinux                  error_kernelspace
139      5543843        0.0025  99.7780    select.c:71                 vmlinux                  select_estimate_accuracy
138      5543981        0.0025  99.7805    tcp_ipv4.c:968              vmlinux                  tcp_v4_md5_lookup
136      5544117        0.0024  99.7829    buffer.c:1979               vmlinux                  generic_write_end
135      5544252        0.0024  99.7854    object.c:498                redis-server             getLongFromObjectOrReply
134      5544386        0.0024  99.7878    t_list.c:324                redis-server             lpushCommand
134      5544520        0.0024  99.7902    timer.c:1360                vmlinux                  update_process_times
132      5544652        0.0024  99.7926    (no location information)   libc-2.16.so             __memset_sse2
130      5544782        0.0023  99.7949    hrtimer.c:1456              vmlinux                  hrtimer_run_queues
130      5544912        0.0023  99.7972    time.c:252                  vmlinux                  jiffies_to_usecs
130      5545042        0.0023  99.7996    hooks.c:4795                vmlinux                  selinux_ipv4_postroute
129      5545171        0.0023  99.8019    arena.c:1629                redis-server             arena_dalloc_bin_run
128      5545299        0.0023  99.8042    timekeeping.c:1308          vmlinux                  __current_kernel_time
128      5545427        0.0023  99.8065    timekeeping.c:1391          vmlinux                  ktime_get_update_offsets
126      5545553        0.0023  99.8088    t_string.c:104              redis-server             getCommand
123      5545676        0.0022  99.8110    arena.c:1768                redis-server             arena_dalloc_large_locked
122      5545798        0.0022  99.8132    security.c:1096             vmlinux                  security_socket_sendmsg
120      5545918        0.0022  99.8153    filemap.c:1954              vmlinux                  iov_iter_copy_from_user_atomic
119      5546037        0.0021  99.8175    adlist.c:316                redis-server             listIndex
119      5546156        0.0021  99.8196    core.c:2496                 vmlinux                  calc_global_load
117      5546273        0.0021  99.8217    swap.c:803                  vmlinux                  __pagevec_lru_add
116      5546389        0.0021  99.8238    tick-oneshot.c:28           vmlinux                  tick_program_event
115      5546504        0.0021  99.8259    core.c:3674                 vmlinux                  __wake_up_sync_key
113      5546617        0.0020  99.8279    (no location information)   libc-2.16.so             __epoll_wait_nocancel
113      5546730        0.0020  99.8300    softirq.c:342               vmlinux                  irq_exit
112      5546842        0.0020  99.8320    core.c:714                  vmlinux                  enqueue_task
111      5546953        0.0020  99.8340    clockevents.c:203           vmlinux                  clockevents_program_event
111      5547064        0.0020  99.8360    rbtree.c:387                vmlinux                  rb_next
107      5547171        0.0019  99.8379    memory.c:224                vmlinux                  tlb_flush_mmu
106      5547277        0.0019  99.8398    copy_user_64.S:75           vmlinux                  _copy_to_user
106      5547383        0.0019  99.8417    rwsem.c:19                  vmlinux                  down_read
105      5547488        0.0019  99.8436    security.c:1102             vmlinux                  security_socket_recvmsg
104      5547592        0.0019  99.8455    hrtimer.c:1436              vmlinux                  hrtimer_run_pending
103      5547695        0.0019  99.8473    redis.c:812                 redis-server             serverCron
102      5547797        0.0018  99.8492    tsacct.c:121                vmlinux                  acct_update_integrals
101      5547898        0.0018  99.8510    redis.c:624                 redis-server             activeExpireCycle
100      5547998        0.0018  99.8528    core.c:3372                 vmlinux                  __schedule
100      5548098        0.0018  99.8546    filemap.c:2003              vmlinux                  iov_iter_advance
100      5548198        0.0018  99.8564    fair.c:2308                 vmlinux                  target_load
99       5548297        0.0018  99.8582    sds.h:49                    redis-server             flushAppendOnlyFile
98       5548395        0.0018  99.8599    cpumask.c:56                vmlinux                  cpumask_any_but
98       5548493        0.0018  99.8617    entry_64.S:892              vmlinux                  ret_from_intr
98       5548591        0.0018  99.8634    tcp_output.c:3069           vmlinux                  tcp_send_ack
97       5548688        0.0017  99.8652    (no location information)   libc-2.16.so             epoll_wait
96       5548784        0.0017  99.8669    rcutree.c:436               vmlinux                  rcu_irq_exit
92       5548876        0.0017  99.8686    tsc.c:72                    vmlinux                  sched_clock
92       5548968        0.0017  99.8702    tcp_input.c:3868            vmlinux                  tcp_parse_aligned_timestamp.part.27
91       5549059        0.0016  99.8719    dev.c:2136                  vmlinux                  harmonize_features
87       5549146        0.0016  99.8734    filemap.c:496               vmlinux                  __page_cache_alloc
86       5549232        0.0015  99.8750    skbuff.c:3405               vmlinux                  skb_try_coalesce
84       5549316        0.0015  99.8765    dst.c:270                   vmlinux                  dst_release
84       5549400        0.0015  99.8780    memcontrol.c:3151           vmlinux                  mem_cgroup_uncharge_start
83       5549483        0.0015  99.8795    entry_64.S:1487             vmlinux                  error_swapgs
82       5549565        0.0015  99.8810    perf_event.c:505            vmlinux                  x86_pmu_disable
81       5549646        0.0015  99.8824    apic.h:101                  vmlinux                  native_apic_mem_write
80       5549726        0.0014  99.8839    bitmap.c:65                 redis-server             bitmap_init
80       5549806        0.0014  99.8853    skbuff.c:1219               vmlinux                  skb_put
79       5549885        0.0014  99.8867    socket.c:876                vmlinux                  sock_aio_read
78       5549963        0.0014  99.8881    fair.c:179                  vmlinux                  calc_delta_mine
78       5550041        0.0014  99.8895    irq_work.c:106              vmlinux                  irq_work_run
77       5550118        0.0014  99.8909    wakeup.c:532                vmlinux                  __pm_relax
76       5550194        0.0014  99.8923    paravirt.h:846              vmlinux                  arch_local_irq_save
76       5550270        0.0014  99.8937    tcp_input.c:4386            vmlinux                  tcp_try_coalesce.part.45
75       5550345        0.0013  99.8950    ntp.c:370                   vmlinux                  ntp_tick_length
70       5550415        0.0013  99.8963    swap.c:64                   vmlinux                  __put_single_page
70       5550485        0.0013  99.8975    fair.c:451                  vmlinux                  update_min_vruntime
69       5550554        0.0012  99.8988    core.c:1434                 vmlinux                  ttwu_do_activate.constprop.81
67       5550621        0.0012  99.9000    (no location information)   libc-2.16.so             __libc_enable_asynccancel
67       5550688        0.0012  99.9012    hrtimer.c:869               vmlinux                  enqueue_hrtimer
66       5550754        0.0012  99.9024    slub.c:1532                 vmlinux                  get_partial_node.isra.49
66       5550820        0.0012  99.9036    radix-tree.c:268            vmlinux                  radix_tree_preload
66       5550886        0.0012  99.9048    tcp_output.c:361            vmlinux                  tcp_init_nondata_skb
65       5550951        0.0012  99.9059    memcontrol.c:2944           vmlinux                  mem_cgroup_cache_charge
65       5551016        0.0012  99.9071    buffer.c:1540               vmlinux                  unmap_underlying_metadata
64       5551080        0.0012  99.9082    redis.c:985                 redis-server             beforeSleep
63       5551143        0.0011  99.9094    redis.c:573                 redis-server             tryResizeHashTables
63       5551206        0.0011  99.9105    buffer.c:1943               vmlinux                  block_write_end
62       5551268        0.0011  99.9116    time.c:655                  vmlinux                  nsecs_to_jiffies64
61       5551329        0.0011  99.9127    (no location information)   libc-2.16.so             __libc_disable_asynccancel
59       5551388        0.0011  99.9138    filemap.c:484               vmlinux                  add_to_page_cache_lru
59       5551447        0.0011  99.9149    tcp_input.c:3911            vmlinux                  tcp_parse_md5sig_option
57       5551504        0.0010  99.9159    adlist.c:107                redis-server             listAddNodeTail
55       5551559       9.9e-04  99.9169    (no location information)   libc-2.16.so             vfprintf
54       5551613       9.7e-04  99.9178    sds.c:117                   redis-server             sdsRemoveFreeSpace
54       5551667       9.7e-04  99.9188    sock.c:1922                 vmlinux                  __sk_mem_reclaim
54       5551721       9.7e-04  99.9198    filemap.c:730               vmlinux                  find_lock_page
53       5551774       9.5e-04  99.9207    clear_page_64.S:29          vmlinux                  clear_page
53       5551827       9.5e-04  99.9217    fair.c:4258                 vmlinux                  load_balance
53       5551880       9.5e-04  99.9226    memory.c:205                vmlinux                  tlb_gather_mmu
52       5551932       9.4e-04  99.9236    page_alloc.c:2624           vmlinux                  __free_pages
52       5551984       9.4e-04  99.9245    printk.c:1960               vmlinux                  printk_tick
51       5552035       9.2e-04  99.9254    entry_64.S:932              vmlinux                  retint_restore_args
50       5552085       9.0e-04  99.9263    ae.c:147                    redis-server             aeGetTime
50       5552135       9.0e-04  99.9272    core.c:629                  vmlinux                  perf_pmu_disable
49       5552184       8.8e-04  99.9281    memcontrol.c:4303           vmlinux                  __mem_cgroup_threshold
49       5552233       8.8e-04  99.9290    eventpoll.c:549             vmlinux                  ep_scan_ready_list.isra.8
49       5552282       8.8e-04  99.9299    process.c:408               vmlinux                  exit_idle
48       5552330       8.6e-04  99.9307    slub.c:3353                 vmlinux                  __kmalloc
48       5552378       8.6e-04  99.9316    core.c:219                  vmlinux                  perf_ctx_lock
48       5552426       8.6e-04  99.9325    huge_memory.c:1471          vmlinux                  split_huge_page
48       5552474       8.6e-04  99.9333    memory.c:250                vmlinux                  tlb_finish_mmu
47       5552521       8.5e-04  99.9342    bitmap.c:264                vmlinux                  __bitmap_weight
46       5552567       8.3e-04  99.9350    core.c:728                  vmlinux                  activate_task
46       5552613       8.3e-04  99.9358    cfbimgblt.c:266             vmlinux                  cfb_imageblit
46       5552659       8.3e-04  99.9367    timekeeping.c:346           vmlinux                  ktime_get_ts
46       5552705       8.3e-04  99.9375    tcp_timer.c:198             vmlinux                  tcp_delack_timer_handler
45       5552750       8.1e-04  99.9383    core.c:3591                 vmlinux                  default_wake_function
45       5552795       8.1e-04  99.9391    radix-tree.c:478            vmlinux                  radix_tree_lookup_slot
45       5552840       8.1e-04  99.9399    security.c:1132             vmlinux                  security_sock_rcv_skb
44       5552884       7.9e-04  99.9407    core.c:2050                 vmlinux                  __perf_event_task_sched_out
44       5552928       7.9e-04  99.9415    hrtimer.c:1778              vmlinux                  schedule_hrtimeout_range_clock
43       5552971       7.7e-04  99.9423    adlist.c:59                 redis-server             listRelease
43       5553014       7.7e-04  99.9431    hrtimer.c:1181              vmlinux                  hrtimer_init
41       5553055       7.4e-04  99.9438    entry_64.S:1490             vmlinux                  error_sti
41       5553096       7.4e-04  99.9445    swap.c:630                  vmlinux                  lru_add_drain
41       5553137       7.4e-04  99.9453    memcontrol.c:3162           vmlinux                  mem_cgroup_uncharge_end
40       5553177       7.2e-04  99.9460    smp.c:121                   vmlinux                  native_smp_send_reschedule
39       5553216       7.0e-04  99.9467    fair.c:794                  vmlinux                  account_entity_dequeue
39       5553255       7.0e-04  99.9474    apic.c:451                  vmlinux                  lapic_next_event
38       5553293       6.8e-04  99.9481    physaddr.c:27               vmlinux                  __virt_addr_valid
38       5553331       6.8e-04  99.9488    buffer.c:1408               vmlinux                  set_bh_page
38       5553369       6.8e-04  99.9494    time.c:695                  vmlinux                  timespec_add_safe
37       5553406       6.7e-04  99.9501    core.c:4781                 vmlinux                  __cond_resched_softirq
36       5553442       6.5e-04  99.9508    perf_event_intel.c:825      vmlinux                  intel_pmu_disable_all
34       5553476       6.1e-04  99.9514    ae.c:416                    redis-server             aeMain
34       5553510       6.1e-04  99.9520    bio.c:187                   redis-server             bioPendingJobsOfType
34       5553544       6.1e-04  99.9526    perf_event_intel.c:838      vmlinux                  intel_pmu_enable_all
34       5553578       6.1e-04  99.9532    dst.c:330                   vmlinux                  skb_dst_set_noref
34       5553612       6.1e-04  99.9538    tcp_timer.c:245             vmlinux                  tcp_delack_timer
34       5553646       6.1e-04  99.9544    fair.c:3360                 vmlinux                  update_shares
33       5553679       5.9e-04  99.9550    core.c:721                  vmlinux                  dequeue_task
32       5553711       5.8e-04  99.9556    networking.c:685            redis-server             freeClientsInAsyncFreeQueue
31       5553742       5.6e-04  99.9562    memory.c:3988               vmlinux                  clear_huge_page
31       5553773       5.6e-04  99.9567    cpumask.c:39                vmlinux                  cpumask_next_and
31       5553804       5.6e-04  99.9573    rt.c:1392                   vmlinux                  pick_next_task_rt
30       5553834       5.4e-04  99.9578    time.c:556                  vmlinux                  jiffies_to_timeval
29       5553863       5.2e-04  99.9583    extent.c:26                 redis-server             extent_tree_szad_remove
28       5553891       5.0e-04  99.9588    swap.c:732                  vmlinux                  lru_add_page_tail
28       5553919       5.0e-04  99.9593    fair.c:3000                 vmlinux                  put_prev_task_fair
27       5553946       4.9e-04  99.9598    fair.c:2227                 vmlinux                  dequeue_task_fair
27       5553973       4.9e-04  99.9603    fair.c:4088                 vmlinux                  find_busiest_group
27       5554000       4.9e-04  99.9608    fair.c:4479                 vmlinux                  idle_balance
26       5554026       4.7e-04  99.9613    hrtimer.c:959               vmlinux                  __hrtimer_start_range_ns
26       5554052       4.7e-04  99.9617    stop_task.c:27              vmlinux                  pick_next_task_stop
26       5554078       4.7e-04  99.9622    timer.c:1394                vmlinux                  run_local_timers
25       5554103       4.5e-04  99.9627    mmap.c:1649                 vmlinux                  find_vma_prev
25       5554128       4.5e-04  99.9631    vmstat.c:351                vmlinux                  mod_zone_page_state
24       5554152       4.3e-04  99.9635    networking.c:593            redis-server             freeClient
24       5554176       4.3e-04  99.9640    entry_64.S:1172             vmlinux                  device_not_available
