timestamp,offset,pct_user,pct_nice,pct_system,pct_iowait,pct_steal,pct_idle
1356746215,1,0.00,0.00,0.50,7.23,0.00,92.27
1356746216,2,0.00,0.00,0.50,1.00,0.00,98.50
1356746217,3,0.00,0.00,0.25,0.00,0.00,99.75
1356746218,4,0.00,0.00,0.00,0.00,0.00,100.00
1356746219,5,0.00,0.00,0.25,0.00,0.00,99.75
1356746220,6,0.00,0.00,0.25,0.00,0.00,99.75
1356746221,7,0.00,0.00,0.25,0.00,0.00,99.75
1356746222,8,0.00,0.00,0.25,0.00,0.00,99.75
1356746223,9,0.00,0.00,0.00,0.00,0.00,100.00
1356746224,10,0.00,0.00,0.25,0.50,0.00,99.25
1356746225,11,0.00,0.00,0.25,0.00,0.00,99.75
1356746226,12,0.00,0.00,0.25,0.00,0.00,99.75
1356746227,13,0.00,0.00,0.25,0.00,0.00,99.75
1356746228,14,0.00,0.00,0.25,0.00,0.00,99.75
1356746229,15,0.00,0.00,0.25,0.25,0.00,99.50
1356746230,16,1.29,0.00,3.10,17.31,0.00,78.29
1356746231,17,0.38,0.00,21.43,3.01,0.00,75.19
1356746232,18,1.12,0.00,24.25,0.00,0.00,74.63
1356746233,19,2.39,0.00,29.01,2.05,0.00,66.55
1356746234,20,3.54,0.00,32.15,0.00,0.00,64.31
1356746235,21,4.52,0.00,38.42,3.39,0.00,53.67
1356746236,22,5.91,0.00,40.05,7.80,0.00,46.24
1356746237,23,6.96,0.00,41.49,10.82,0.00,40.72
1356746238,24,6.82,0.00,42.42,0.76,0.00,50.00
1356746239,25,6.05,0.00,43.58,1.01,0.00,49.37
1356746240,26,5.91,0.00,42.42,0.00,0.00,51.67
1356746241,27,6.67,0.00,36.67,1.11,0.00,55.56
1356746242,28,9.62,0.00,30.03,0.00,0.00,60.35
1356746243,29,18.93,0.00,26.67,0.00,0.00,54.40
1356746244,30,8.07,0.00,26.51,0.00,0.00,65.42
1356746245,31,5.78,0.00,28.32,0.00,0.00,65.90
1356746246,32,7.45,0.00,26.93,1.72,0.00,63.90
1356746247,33,4.69,0.00,28.74,0.00,0.00,66.57
1356746248,34,5.23,0.00,28.49,0.00,0.00,66.28
1356746249,35,6.12,0.00,27.99,0.00,0.00,65.89
1356746250,36,7.80,0.00,25.72,0.00,0.00,66.47
1356746251,37,6.92,0.00,26.51,0.00,0.00,66.57
1356746252,38,6.94,0.00,26.30,0.29,0.00,66.47
1356746253,39,6.34,0.00,27.09,0.00,0.00,66.57
1356746254,40,3.81,0.00,28.15,0.00,0.00,68.04
1356746255,41,5.81,0.00,27.33,0.00,0.00,66.86
1356746256,42,5.23,0.00,27.91,0.00,0.00,66.86
1356746257,43,6.90,0.00,26.72,0.29,0.00,66.09
1356746258,44,6.03,0.00,26.72,0.00,0.00,67.24
1356746259,45,4.91,0.00,27.46,0.00,0.00,67.63
1356746260,46,6.59,0.00,26.36,0.00,0.00,67.05
1356746261,47,6.61,0.00,26.72,0.00,0.00,66.67
1356746262,48,6.92,0.00,26.22,0.00,0.00,66.86
1356746263,49,6.59,0.00,26.36,0.00,0.00,67.05
1356746264,50,4.89,0.00,27.59,0.00,0.00,67.53
1356746265,51,5.20,0.00,27.46,0.00,0.00,67.34
1356746266,52,4.05,0.00,28.32,0.00,0.00,67.63
1356746267,53,4.35,0.00,27.83,1.16,0.00,66.67
1356746268,54,6.36,0.00,26.30,0.00,0.00,67.34
1356746269,55,3.08,0.00,31.09,2.80,0.00,63.03
1356746270,56,2.23,0.00,32.31,5.85,0.00,59.61
1356746271,57,16.41,0.00,8.97,0.26,0.00,74.36
1356746272,58,22.75,0.00,2.50,0.00,0.00,74.75
1356746273,59,5.30,0.00,20.45,0.00,0.00,74.24
1356746274,60,0.50,0.00,25.06,0.00,0.00,74.44
1356746275,61,0.75,0.00,25.88,0.00,0.00,73.37
1356746276,62,1.01,0.00,24.69,2.52,0.00,71.79
1356746277,63,0.50,0.00,25.06,0.00,0.00,74.44
1356746278,64,14.50,0.00,11.00,0.00,0.00,74.50
1356746279,65,22.36,0.00,2.76,0.00,0.00,74.87
1356746280,66,21.25,0.00,4.50,1.75,0.00,72.50
1356746281,67,20.80,0.00,4.51,1.50,0.00,73.18
1356746282,68,14.04,0.00,2.76,9.02,0.00,74.19
1356746283,69,24.25,0.00,1.00,0.00,0.00,74.75
1356746284,70,24.19,0.00,1.25,0.00,0.00,74.56
1356746285,71,24.50,0.00,1.00,0.00,0.00,74.50
1356746286,72,9.02,0.00,1.00,4.26,0.00,85.71
1356746287,73,0.00,0.00,0.00,0.00,0.00,100.00
1356746288,74,0.00,0.00,0.00,0.00,0.00,100.00
1356746289,75,0.00,0.00,0.00,0.00,0.00,100.00
1356746290,76,0.00,0.00,0.00,0.00,0.00,100.00
1356746291,77,0.00,0.00,0.00,0.00,0.00,100.00
1356746292,78,0.00,0.00,0.25,0.25,0.00,99.50
1356746293,79,0.00,0.00,0.00,0.00,0.00,100.00
1356746294,80,0.00,0.00,0.25,0.00,0.00,99.75
1356746295,81,0.00,0.00,0.00,0.00,0.00,100.00
1356746296,82,0.00,0.00,0.00,0.00,0.00,100.00
1356746297,83,0.00,0.00,0.00,0.00,0.00,100.00
1356746298,84,0.00,0.00,0.00,0.00,0.00,100.00
1356746299,85,0.00,0.00,0.00,0.00,0.00,100.00
1356746300,86,0.00,0.00,0.00,0.00,0.00,100.00
